2.953454713,4.204052561,1.051770582
2.950827577,4.204631474,1.046216789
2.947265453,4.207361814,1.036854138
2.945010548,4.209936899,1.028690765
2.943997442,4.212357451,1.02249798
2.943069648,4.215715475,1.012560475
2.942223704,4.219950545,1.002270253
2.942546391,4.223912922,0.994076106
2.942880797,4.225426637,0.989517483
2.944313923,4.224623308,0.988452247
2.945689492,4.224905938,0.986705609
2.948095507,4.222946109,0.988336817
2.950377013,4.221055583,0.990784167
2.952533228,4.219238701,0.994813898
2.954564247,4.215318095,1.000352539
2.955380555,4.212693124,1.004908062
2.956136923,4.208030806,1.012542681
2.957925511,4.203637542,1.020698436
2.959595056,4.200602026,1.028533095
2.961148032,4.19885824,1.034433086
2.961496992,4.197248852,1.04007954
2.961798481,4.194678949,1.047893126
2.962055779,4.192296894,1.054548467
2.961181701,4.187916424,1.063308328
2.961422953,4.182747539,1.073268538
2.960538559,4.17793619,1.08114051
2.959684283,4.1712929,1.093449803
2.9599526,4.169475678,1.100322782
2.960191958,4.170040672,1.101971162
2.960404009,4.167398504,1.111510573
2.960590396,4.168269031,1.114095114
2.960752744,4.171362154,1.112425067
2.959802269,4.174361144,1.108292619
2.959984133,4.178347779,1.104228024
2.960146268,4.183252207,1.099433134
2.960289803,4.18682565,1.095562108
2.960415864,4.188037438,1.094200373
2.960525562,4.188101987,1.092832518
2.959529607,4.187081057,1.092270127
2.959672667,4.185036503,1.094096959
2.958711803,4.183120264,1.095796477
2.957800889,4.182420791,1.096566731
2.956940211,4.179601585,1.098865517
2.956129708,4.17587605,1.103436025
2.956459392,4.181116987,1.098084437
2.956775409,4.181732529,1.101770728
2.957077258,4.177971439,1.110900615
2.957364587,4.177715591,1.11395108
2.9554564,4.181863553,1.108745398
2.955839786,4.187979979,1.101273222
2.956207547,4.194847212,1.091640965
2.956559072,4.203493482,1.080760237
2.956893921,4.210525098,1.070313716
2.956121419,4.217101329,1.057882435
2.955394629,4.222140063,1.046792718
2.954713141,4.226804695,1.034588502
2.954076302,4.231106665,1.024559058
2.954573637,4.232877676,1.017437254
2.95505089,4.2322567,1.013920899
2.953326478,4.232653765,1.010640931
2.952796618,4.230747138,1.010815224
2.954487705,4.226674154,1.015913124
2.956092012,4.22384196,1.020884955
2.958699292,4.220015241,1.027336937
2.960065932,4.215263593,1.03519563
2.960255684,4.209654841,1.043582295
2.959332752,4.204345196,1.050040457
2.959542112,4.201516223,1.051410131
2.959731524,4.195589168,1.059184003
2.958811588,4.188931125,1.068251721
2.957936512,4.189233463,1.068062091
2.956016526,4.191751355,1.061408787
2.954205104,4.194172461,1.057435431
2.953592193,4.197582483,1.052008795
2.953023509,4.20191506,1.046003129
2.953588191,4.204924493,1.042677408
2.953041265,4.20667319,1.041122025
2.953625221,4.206134305,1.044493101
2.953095234,4.203434808,1.048553037
2.953693942,4.200882191,1.050847052
2.953176666,4.199566887,1.052248438
2.952695804,4.1983348,1.053596987
2.95225041,4.19500384,1.056505296
2.952929804,4.189697971,1.065744247
2.953579609,4.183630453,1.077010906
2.953108577,4.17467882,1.090205255
2.952669345,4.171748177,1.093938438
2.952261208,4.171243929,1.094233087
2.949702576,4.173030531,1.088004086
2.948389334,4.176972806,1.08117264
2.94825688,4.180755979,1.074583046
2.949240222,4.184373592,1.068238139
2.950184049,4.185640164,1.065365512
2.951086733,4.185768608,1.063411117
2.951947078,4.187000059,1.059115607
2.952764287,4.188179039,1.055806465
2.953537921,4.188213467,1.054255717
2.954267863,4.188255382,1.056007521
2.956044668,4.187213321,1.059312294
2.957715551,4.185149109,1.063294936
2.959281546,4.182124261,1.068727635
2.960744235,4.178199632,1.073929923
2.962105679,4.172344717,1.08293502
2.962277965,4.16468098,1.093962308
2.96241713,4.159689562,1.103687206
2.961435527,4.152874804,1.115373697
2.96157938,4.151985241,1.120861123
2.961697609,4.152333493,1.122812874
2.960701879,4.154935713,1.117339598
2.959747378,4.161836378,1.108785819
2.958835617,4.16841354,1.100519182
2.959058057,4.174661085,1.09335101
2.959262171,4.179485254,1.087250915
2.960539055,4.182947966,1.082993796
2.960645861,4.186203341,1.078093892
2.960736957,4.188163115,1.077424479
2.960813482,4.187802916,1.078396792
2.960876544,4.188523275,1.078523572
2.960927213,4.188083995,1.078645134
2.962056908,4.187641744,1.080374394
2.962023022,4.186109243,1.083643636
2.9619801,4.181371318,1.091611205
2.963019783,4.18125121,1.094397132
2.963990025,4.183317095,1.093012908
2.962711523,4.18090116,1.09488812
2.960402052,4.181888285,1.091824605
